IATA,Name
KKL,Karluk Lake SPB
KKM,Lop Buri
KKN,Hoeybuktmoen
KKO,Kaikohe
KKP,Koolburra
KKR,Kaukura Atoll
KKT,Kentland
KKU,Ekuk
KKW,Kikwit
KKX,Kikaiga Shima
KKY,Kilkenny
KKZ,Koh Kong
KLB,Kalabo
KLC,Kaolack
KLD,Migalovo
KLE,Kaele
KLF,Kaluga
KLG,Municipal
KLH,Kolhapur
KLI,Kota Koli
KLK,Kalokol
KLL,Levelock
KLM,Kalaleh
KLN,Larsen SPB
KLO,Kalibo
KLP,Kelp Bay
KLQ,Keluang
KLR,Kalmar
KLS,Longview
KLT,Kaiserslautern
KLU,Alpe Adria
KLV,Karlovy Vary
KLW,Klawock
KLX,Kalamata
KLY,Kalima
KLZ,Kleinzee
KMA,Kerema
KMB,Koinambe
KMC,King Khalid Military
KMD,Mandji
KME,Kamembe
KMF,Kamina
KMG,Kunming
KMH,Kuruman
KMI,Miyazaki
KMJ,Kumamoto
KMK,Makabana
KML,Kamileroi
KMM,Kimam
KMN,Kamina
KMO,Manokotak SPB
KMP,J.G.H. Van Der Wath
KMQ,Komatsu
KMR,Karimui
KMS,Kumasi
KMT,Kampot
KMU,Kismayu
KMV,Kalemyo
KMW,Kostroma
KMX,Khamis Mushait
KMY,Moser Bay
KMZ,Kaoma
KNA,Vina del Mar
KNB,Kanab
KND,Kindu
KNE,Kanainj
KNF,Marham RAF
KNG,Kaimana
KNH,Shang-Yi
KNI,Katanning
KNJ,Kindamba
KNK,Kakhonak
KNL,Kelanoa
KNM,Kaniama
KNN,Kankan
KNO,Knokke/Het Zoute
KNP,Capanda
KNQ,Kone
KNR,Jam
KNS,King Island
KNT,Municipal
KNU,Kanpur
KNV,Knights Inlet
KNW,New Stuyahok
KNX,Kununurra
KNY,Kinoosao
KNZ,Kenieba
KOA,Kona International Airport
KOB,Koutaba
KOC,Koumac
KOD,Kotabangun
KOE,Eltari
KOF,Komatipoort
KOG,Khong
KOH,Koolatah
KOI,Orkney Island
KOJ,Kagoshima
KOK,Kruunupyy
KOL,Koumala
KOM,Komo-Manda
KON,Kontum
KOO,Kongolo
KOP,Nakhon Phanom
KOQ,Koethen
KOR,Kokoro
KOS,Sihanoukville
KOT,Kotlik
KOU,Koulamoutou
KOV,Kokshetau
KOW,Ganzhou
KOX,Kokonao
KOY,Olga Bay SPB
KOZ,Ouzinkie SPB
KPA,Kopiago
KPB,Point Baker SPB
KPC,Port Clarence
KPD,King Of Prussia
KPE,Yapsiei
KPF,Kondubol
KPG,Kurupung
KPH,Pauloff Harbor SPB
KPI,Kapit
KPK,Parks SPB
KPL,Kapal
KPM,Kompiam
KPN,Kipnuk SPB
KPO,Pohang
KPP,Kalpowar
KPR,Port Williams SPB
KPS,Kempsey
KPT,Jackpot
KPV,Perryville SPB
KPY,Port Bailey SPB
KQA,Akutan
KQB,Koonibba
KQL,Kol
KRA,Kerang
KRB,Karumba
KRC,Kerinci
KRD,Kurundi
KRE,Kirundo
KRF,Kramfors
KRG,Karasabai
KRI,Kikori
KRJ,Karawari
KRK,J. Paul Ii Balice Intl
KRL,Korla
KRM,Karanambo
KRN,Kiruna
KRO,Kurgan
KRP,Karup
KRQ,Kramatorsk
KRR,Pashkovsky
KRS,Kjevik
KRT,Civil
KRU,Kerau
KRV,Kerio Valley
KRW,Turkmanbashi
KRX,Kar Kar
KRY,Karamay
KRZ,Kiri
KSA,Kosrae
KSB,Kasanombe
KSC,Barca
KSD,Karlstad
KSE,Kasese
KSF,Kassel-Calden
KSG,Kisengan
KSH,Kermanshah
KSI,Kissidougou
KSJ,Kasos Island
KSK,Karlskoga
KSL,Kassala
KSM,Saint Marys
KSN,Kostanay
KSO,Aristoteles Airport
KSP,Kosipe
KSQ,Karshi
KSR,Federal No 1
KSS,Sikasso
KST,Kosti
KSU,Kvernberget
KSV,Springvale
KSW,Kiryat Shmona
KSX,Yasuru
KSY,Kars
KSZ,Kotlas
KTA,Karratha
KTB,Thorne Bay
KTC,Katiola
KTD,Kitadaito
KTE,Kerteh
KTF,Takaka
KTG,Ketapang
KTH,SPB
KTI,Kratie
KTK,Kanua
KTL,Kitale
KTM,Tribhuvan
KTN,International
KTO,Kato
KTP,Tinson
KTQ,Kitee
KTR,Tindal
KTS,Brevig Mission
KTT,Kittila
KTU,Kota
KTV,Kamarata
KTW,Pyrzowice
KTX,Koutiala
KTY,Katukurunda Slaf Base
KTZ,Kwun Tong
KUA,Kuantan
KUC,Kuria
KUD,Kudat
KUE,Kukundu
KUF,Kurumoch
KUG,Kubin Island
KUH,Kushiro
KUI,Kawau Island
KUJ,Kushimoto
KUK,Kasigluk
KUL,Kuala Lumpur International Airport (klia)
KUM,Yakushima
KUN,Kaunas
KUO,Kuopio
KUP,Kupiano
KUQ,Kuri
KUR,Kuran-O-Munjan
KUS,Kulusuk
KUT,Kopitnari
KUU,Kullu Manali
KUV,Gunsan
KUW,Kugururok River
KUX,Kuyol
KUY,Kamusi Airport
KUZ,Gunsan Airbase
KVA,Megas Alexandros International
KVB,Skovde
KVC,King Cove
KVD,Gyandzha
KVE,Kitava
KVG,Kavieng
KVK,Kirovsk
KVL,Kivalina
KVU,Korolevu
KVX,Kirov
KWA,Kwajalein
KWB,Karimunjawa
KWD,Kawadjia
KWE,Guiyang
KWF,Waterfall SPB
KWG,Krivoy Rog
KWH,Khwahan
KWI,Kuwait International
KWJ,Gwangju
KWK,Kwigillingok
KWL,Guilin
KWM,Kowanyama
KWN,Kwinhagak
KWO,Kawito
KWP,Village SPB
KWR,Kwai Harbour
KWS,Kwailabesi Aerodrom
KWT,Kwethluk
KWU,Mansion House
KWV,Kurwina
KWX,Kiwai Island
KWY,Kiwayu
KWZ,Kolwezi
KXA,Kasaan SPB
KXE,Klerksdorp
KXF,Koro Island
KXK,Komsomolsk Na Amure
KXR,Karoola
KXU,Katiu
KYA,Konya
KYB,Yangoonabie
KYD,Orchid Island
KYE,Kleyate
KYF,Yeelirrie
KYI,Yalata Mission
KYK,Karluk
KYL,Port Largo
KYN,Milton Keynes
KYO,Topp Of Tampa
KYP,Kyaukpyu
KYS,Kayes
KYT,Kyauktaw
KYU,Koyukuk
KYX,Yalumet
KYZ,Kyzyl
KZB,Zachar Bay SPB
KZC,Kompong-Chhna
KZD,Krakor
KZF,Kaintiba
KZG,Kitzingen
KZH,Kizhuyak
KZI,Philippos Airport
KZK,Kompong Thom
KZN,Kazan
KZO,Kzyl-Orda
KZS,Kastelorizo
LAA,Lamar Field
LAB,Lablab
LAC,Layang-Layang Airstrip
LAD,4 de Fevereiro
LAE,Nadzab
LAF,Purdue University
LAG,La Guaira
LAH,Labuha
LAI,Servel
LAJ,Lages
LAK,Aklavik
LAL,Municipal
LAM,Los Alamos
LAN,Capital City
LAO,Laoag International Airport
LAP,General Manuel Márquez De León International Airport
LAQ,La Braq
LAR,General Brees Field
LAS,Mc Carran Intl
LAT,La Uribe
LAU,Lamu
LAV,Lalomalava
LAW,Municipal
LAX,Los Angeles International
LAY,Ladysmith
LAZ,Bom Jesus Da Lapa
LBA,Leeds/bradford
LBB,International
LBC,Lübeck Blankensee
LBD,Khudzhand
LBE,Westmoreland County
LBF,Lee Bird Field
LBG,Le Bourget
LBH,Palm Beach SPB
LBI,Le Sequestre
LBJ,Mutiara
LBK,Liboi
LBL,Municipal
LBM,Luabo
LBN,Lake Baringo
LBO,Lusambo
LBP,Long Banga Airfield
LBQ,Lambarene
LBR,Labrea
LBS,Labasa
LBT,Lumberton
LBU,Labuan
LBV,Libreville
LBW,Long Bawan
LBX,Lubang
LBY,Montoir
LBZ,Lukapa
LCA,Larnaca International Airport
LCB,Pontes e Lacerda
LCC,Galatina
LCD,Louis Trichardt
LCE,Goloson International
LCF,Las Vegas
LCG,La Coruna
LCH,Municipal
LCI,Municipal
LCJ,Lodz Lublinek
LCK,Rickenbacker
LCL,La Coloma
LCM,La Cumbre
LCN,Balcanoona
LCO,Lague
LCP,Loncopue
LCR,La Chorrera
LCS,Las Canas
LCV,Lucca
LCX,Liancheng
LCY,London City Airport
LDA,Malda
LDB,Londrina
LDC,Lindeman Island
LDE,Tarbes Ossun Lourdes
LDG,Leshukonskoye
LDH,Lord Howe Island
LDI,Kikwetu
LDJ,Linden
LDK,Hovby
LDM,Mason County
LDN,Lamidanda
LDO,Ladouanie
LDR,Lodar
LDU,Lahad Datu
LDV,Landivisiau
LDW,Lansdowne
LDX,St-Laurent du Maroni
LDY,Eglinton (City of Derry)
LDZ,Londolozi
LEA,Learmonth
LEB,White River
LEC,Chapada Diamantina
LED,Pulkovo
LEE,Leesburg
LEF,Lebakeng
LEG,Aleg
LEH,Octeville
LEI,Almeria
LEJ,Leipzig-halle
LEK,Labe
LEL,Lake Evella
LEM,Lemmon
LEN,Leon
LEO,Leconi
LEP,Leopoldina
LEQ,Lands End
LER,Leinster
LES,Lesobeng
LET,Gen. A.V. Cobo
LEU,Aeroport De La Seu
LEV,Levuka Airfield
LEW,Auburn
LEX,Blue Grass
LEY,Lelystad
LEZ,La Esperanza
LFB,Lumbo
LFI,Langley AFB
LFK,Lufkin Angelina County
LFM,Lamerd
LFN,Franklin
LFO,Kelafo
LFP,Lakefield
LFR,La Fria
LFT,Lafayette Regional
LFW,Lome
LGA,La Guardia
LGB,Long Beach Municipal
LGC,Calloway
LGD,La Grande
LGE,Lake Gregory
LGF,Laguna AAF
LGG,Liege Airport
LGH,Leigh Creek
LGI,Deadmans Cay
LGK,Langakawi Intl
LGL,Long Lellang
LGM,Laiagam
LGN,Linga Linga
LGO,Langeoog
LGP,Legazpi
LGQ,Lago Agrio
LGR,Cochrane
LGS,Malargue
LGT,Las Gaviotas
LGU,Cache
LGW,London Gatwick
LGX,Lugh Ganane
LGY,Lagunillas
LGZ,Leguizamo
LHA,Black Forest
LHB,Lost Harbor Sea Port
LHE,Alama Iqbal International
LHG,Lightning Ridge
LHI,Lereh
LHK,Guanghua
LHN,Lishan
LHP,Lehu
LHR,London Heathrow
LHS,Las Heras
LHU,Lianshulu
LHV,W T Piper Memorial
LHW,Lanzhou Airport
LIA,Liangping
LIB,Limbunya
LIC,Municipal
LID,Valkenburg
LIE,Libenge
LIF,Lifou
LIG,Bellegarde
LIH,Lihue
LII,Mulia
LIJ,Long Island
LIK,Likiep Island
LIL,Lesquin
LIM,Jorge Chavez International
LIN,Linate
LIO,Limon
LIP,Lins
LIQ,Lisala
LIR,Daniel Oduber International
LIS,Portela
LIT,Adams Field Airport
LIU,Linosa Heliport
LIV,Livengood
LIW,Loikaw
LIX,Likoma
LIY,Wright AAF
LIZ,Loring AFB
LJA,Lodja
LJC,Intercontinental
LJG,Lijiang
LJN,Brazoria County
LJU,Brnik
LKA,Larantuka
LKB,Lakeba
LKC,Lekana
LKD,Lakeland Downs
LKE,Kenmore Air Harbor SPB
LKG,Lokichoggio
LKH,Long Akah
LKI,Lakeside USAF
LKK,Kulik Lake
LKL,Banak
LKN,Leknes
LKO,Amausi
LKP,Lake Placid
LKR,Las Khoreh
LKS,Lakeside
LKT,Lakota
LKU,Lake Rudolf
LKV,Lake County
LKY,Lake Manyara
LKZ,Lakenheath RAF
LLA,Kallax
LLE,Malelane
LLF,LingLing
LLG,Chillagoe
LLH,Las Limas
LLI,Lalibela
LLL,Lissadell
LLM,Long Lama
LLN,Kelila
LLP,Linda Downs
LLS,Las Lomitas
LLU,Alluitsup Paa
LLW,Kumuzu International Airport
LLX,Lyndonville
LLY,Burlington County
LMA,Lake Minchumina
LMB,Salima
LMC,Lamacarena
LMD,Los Menucos
LME,Arnage
LMG,Lamassa
LMH,Limon
LMI,Lumi
LML,Lae Island
LMM,Federal (Valle Del Fuerte)
LMN,Limbang
LMO,RAF Station
LMP,Lampedusa
LMQ,Marsa Brega
LMR,Lime Acres
LMS,Winston County
LMT,Kingsley Field
LMX,Lopez De Micay
LMY,Lake Murray
LMZ,Palma
LNA,Palm Beach County Park
LNB,Lamen Bay
LNC,Lengbati
LND,Hunt Field
LNE,Lonorore
LNF,Munbil
LNG,Lese
LNH,Lake Nash
LNI,Dew Station
LNJ,Lincang
LNK,Lincoln
LNM,Langimar
LNN,Lost Nation
LNO,Leonora
LNP,Wise
LNQ,Loani
LNR,Tri County
LNS,Lancaster
LNV,Lihir Island
LNX,Smolensk
LNY,Lanai City
LNZ,Blue Danube
LOA,Lorraine
LOB,Los Andes
LOC,Lock
LOD,Longana
LOE,Loei
LOF,Loen
LOG,Longview
LOH,Camilo Ponce Enríquez Airport
LOI,Helmuth Baungartem
LOK,Lodwar
LOL,Derby Field
LOM,Francisco P. V. Y R.
LOQ,Lobatse
LOR,Lowe Army Heliport
LOS,Murtala Muhammed
LOT,Lewis Lockport
LOU,Bowman Field Airport
LOV,Monclova
LOW,Louisa
LOX,Los Tablones Airport
LOY,Loyangalani
LOZ,Corbin-London
LPA,Gran Canaria
LPB,El Alto
LPC,Lompoc Airport
LPD,La Pedrera
LPE,La Primavera
LPG,La Plata
LPH,Heliport
LPI,Linkoping
LPJ,Pijiguaos
LPK,Lipetsk
LPL,Liverpool John Lennon
LPM,Lamap
LPN,Leron Plains
LPO,Municipal
LPP,Lappeenranta
LPQ,Luang Prabang
LPS,Lopez Island
LPT,Lampang
LPU,Long Apung
LPW,Little Port Walter
LPX,Liepaya
LPY,Loudes
LQK,Pickens
LQM,Puerto Leguizamo
LQN,Qala Nau
LRA,Larisa
LRB,Leribe
LRC,R.A.F.
LRD,International
LRE,Longreach
LRF,Little Rock Afb
LRG,Lora Lai
LRH,Laleu
LRI,Lorica
LRJ,Municipal
LRK,Coast Guard
LRL,Niamtougou
LRM,Casa de Campo International
LRN,Larson AFB
LRO,Sharpe AAF
LRQ,Laurie River
LRR,Lar A/P
LRS,Leros
LRT,Lann Bihoue
LRU,Municipal
LRV,Los Roques
LSA,Losuia
LSB,Lordsburg
LSC,La Florida
LSD,Creech AAF
LSE,Municipal
LSF,Lawson Aaf
LSH,Lashio
LSI,Sumburgh
LSJ,Long Island
LSK,Lusk
LSL,Los Chiles
LSM,Lawas
LSN,Los Banos
LSO,Talmont
LSP,Josefa Camejo
LSQ,Los Angeles
LSR,Lost River
LSS,Terre-de-Haut
LST,Launceston
LSU,Long Sukang
LSV,Nellis AFB
LSW,Lhoksumawe
LSX,Lhok Sukon
LSY,Lismore
LSZ,Losinj Arpt
LTA,Letaba
LTB,Latrobe
LTC,Lai
LTD,Ghadames
LTF,Leitre
LTG,Langtang
LTH,Lathrop Wells
LTI,Altai
LTK,Latakia
LTL,Lastourville
LTM,Lethem
LTN,London Luton
LTO,Loreto
LTP,Lyndhurst
LTQ,Le Touquet
LTR,Letterkenny
LTS,Altus AFB
LTT,La Mole
LTV,Lotusvale
LTW,St Marys County
LTX,Cotopaxi International
LUA,Lukla
LUB,Lumid Pau
LUC,Laucala Is
LUD,Luderitz
LUE,Lucenec
LUF,Luke Afb
LUG,Lugano
LUH,Amritsar
LUI,La Union
LUJ,Lusikisiki
LUK,Cincinnati Municipal-Lunken Field
LUL,Hesler-Noble Field
LUM,Mangshi
LUN,Lusaka
LUO,Luena
LUP,Kalaupapa
LUQ,San Luis
LUR,Cape Lisburne
LUS,Lusanga
LUT,Laura Station
LUU,Laura
LUV,Langgur
LUW,Luwuk
LUX,Findel
LUY,Lushoto
LUZ,Lushan
LVA,Entrammes
LVB,Dos Galpoes
LVD,Lime Village
LVI,Livingstone
LVK,Livermore
LVL,Lawrenceville
LVM,Mission Field
LVO,Laverton
LVP,Lavan
LVS,Las Vegas
LWA,Lwbak
LWB,Greenbrier Valley
LWC,Lawrence
LWE,Lewoleba
LWH,Lawn Hill
LWI,Lowai
LWK,Lerwick/Tingwall
LWL,Harriet Field
LWM,Lawrence
LWN,Gyoumri
LWO,Sknilow
LWR,Leeuwarden
LWS,Nez Perce County Rgnl
LWT,Municipal
LWV,Municipal
LWY,Lawas
LXA,Gonggar/Lhasa
LXG,Luang Namtha
LXI,Linxi
LXN,Lexington
LXR,Luxor
LXS,Limnos
LXU,Lukulu
LXV,Leadville
LYA,Luoyang
LYB,Little Cayman
LYC,Lycksele
LYE,RAF Station
LYG,Lianyungang
LYH,Preston-Glenn Field
LYI,Linyi
LYK,Lunyuk
LYN,Bron
LYO,Rice County Municipal
LYP,Faisalabad
LYR,Svalbard
LYS,St-Exupéry
LYT,Lady Elliot Island
LYU,Ely
LZA,Luiza
LZC,Lazaro Cardenas
LZD,Lanzhoudong
LZH,Liuzhou
LZI,Luozi
LZM,Luzamba
LZN,Nangan
LZO,Luzhou
LZR,Lizard Island
MAA,Madras International (meenambakkam)
MAB,Maraba
MAC,Smart
MAD,Barajas
MAE,Madera
MAF,Midland International
MAG,Madang
MAH,Mahon
MAI,Mangochi
MAJ,Amata Kabua Intl
MAK,Malakal
MAL,Mangole
MAM,Matamoros
MAN,Manchester
MAO,Eduardo Gomes Intl
MAP,Mamai
MAQ,Mae Sot
MAR,La Chinita
MAS,Momote
MAT,Matadi
MAU,Maupiti
MAV,Maloelap Island
MAW,Malden
MAX,Matam
MAY,Mangrove Cay
MAZ,Eugenio M De Hostos
MBA,Moi International
MBB,Marble Bar
MBC,Mbigou
MBD,Mafikeng International Airport
MBE,Monbetsu
MBF,Mount Buffalo
MBG,Mobridge
MBH,Maryborough
MBI,Mbeya
MBJ,Sangster International
MBK,Matupa
MBL,Blacker
MBM,Mkambati
MBN,Mt Barnett
MBO,Mamburao
MBP,Moyobamba
MBQ,Mbarara
MBR,Mbout
MBS,MBS International Airport
MBT,Masbate
MBU,Mbambanakira
MBV,Masa
MBW,Moorabbin
MBX,Maribor International Airport
MBY,Moberly
MBZ,Maues
MCA,Macenta
MCB,Pike County
MCC,Mcclellan AFB
MCD,Mackinac Island
MCE,Merced Municipal Arpt
MCF,Mac Dill AFB
MCG,Mcgrath
MCH,Machala
MCI,Kansas City International Airport
MCJ,Maicao
MCK,Mccook
MCL,Mt Mckinley
MCM,Fontvieille Heliport
MCN,Lewis B Wilson
MCO,Orlando International
MCP,Internacional
MCQ,Miskolc
MCR,Melchor De Menco
MCS,Monte Caseros
MCT,Seeb
MCU,Gueret (Lepaud)
MCV,Mcarthur River
MCW,Mason City Municipal
MCX,Uitash
MCY,Maroochydore
MCZ,Palmares
MDA,Martindale Army Heliport
MDB,Melinda
MDC,Samratulangi
MDD,Airpark
MDE,Jose Maria Cordova
MDF,Medford
MDG,Mudanjiang
MDH,Southern Illinois
MDI,Makurdi
MDJ,City-county
MDK,Mbandaka
MDL,Mandalay International
MDM,Munduku
MDN,Jefferson Proving Grd
MDO,Intermediate
MDP,Mindiptana
MDQ,Mar Del Plata
MDR,Medfra
MDS,Middle Caicos
MDT,Harrisburg International
MDU,Mendi
MDV,Medouneu
MDW,Midway
MDX,Mercedes
MDY,Sand Island Field
MDZ,El Plumerillo
MEA,Macae
MEB,Essendon
MEC,Manta
MED,Mohammad Bin Abdulaziz
MEE,Mare
MEF,Melfi
MEG,Malange
MEH,Mehamn
MEI,Key Field
MEJ,Meadville
MEK,Meknes
MEL,Tullamarine International
MEM,Memphis International
MEN,Brenoux
MEO,Dare County Regional
MEP,Mersing
MEQ,Seunagan
MER,Castle AFB
MES,Polonia
MET,Moreton
MEU,Monte Dourado
MEV,Douglas County
MEW,Mweka
MEX,Benito Juarez International
MEY,Meghauli
MEZ,Messina
MFA,Mafia
MFB,Monfort
MFC,Mafeteng
MFD,Lahm Municipal
MFE,Mc Allen Miller International
MFF,Moanda
MFG,Muzaffarabad
MFH,Mesquite
MFI,Municipal
MFJ,Moala
MFK,Matsu
MFL,Mount Full Stop
MFM,Macau International
MFN,Milford Sound
MFO,Manguna
MFP,Manners Creek
MFQ,Maradi
MFR,Rogue Valley International - Medford Airport
MFS,Miraflores
MFT,Machu Picchu
MFU,Mfuwe
MFV,Accomack County
MFW,Magaruque
MFX,Meribel
MFZ,Mesalia
MGA,Augusto C Sandino
MGB,Mount Gambier
MGC,Michigan City Arpt
MGD,Magdalena
MGE,Dobbins Afb
MGF,Regional De Maringa SBMG
MGG,Margarima
MGH,Margate
MGI,Matagorda AFB
MGJ,Orange County
MGK,Mong Ton
MGL,Moenchen-gl. - Dus Exp
MGM,Dannelly Fld
MGN,Baracoa
MGO,Manega
MGP,Manga
MGQ,Mogadishu International Airport
MGR,Thomasville
MGS,Mangaia Island
MGT,Milingimbi
MGU,Manaung
MGV,Margaret River
MGW,Morgantown
MGX,Moabi
MGY,Dayton-Wright Brothers Airport
MGZ,Myeik
MHA,Mahdia
MHB,Mechanics Bay
MHC,Macmahon Camp 4
MHD,Mashad
MHE,Municipal
MHF,Morichal
MHG,Mannheim Arpt
MHH,International
MHI,Musha
MHJ,Misrak Gashamo
MHK,Municipal
MHL,Memorial Municipal
MHM,Intermediate
MHN,Mullen
MHO,Mount House
MHP,Minsk International 1
MHQ,Mariehamn
MHR,Sacramento Mather Airport
MHS,Rep
MHT,Manchester
MHU,Mount Hotham
MHV,Kern County
MHW,Monteagudo
MHX,Manihiki Island
MHY,Morehead
MHZ,Mildenhall Arpt
MIA,Miami International Airport
MIB,Minot AFB
MIC,Crystal
MID,Rejon
MIE,Delaware County
MIF,Roy Hurd Memorial
MIG,Mian Yang
MIH,Mitchell Plateau
MII,Dr Gastao Vidigal
MIJ,Mili Island
MIK,Mikkeli
MIM,Merimbula
MIN,Minnipa
MIO,Miami
MIP,Mitspeh Ramon
MIQ,Simón Bolívar International
MIR,Monastir
MIS,Misima Island
MIT,Kern County
MIU,Maiduguri
MIV,Millville
MIW,Municipal
MIX,Miriti
MIY,Mittiebah
MIZ,Mainoru
MJA,Manja
MJB,Mejit Island
MJC,Man
MJD,Mohenjodaro
MJE,Majkin
MJF,Kjaerstad
MJG,Mayajigua
MJH,Majma
MJI,Mitiga
MJJ,Moki
MJK,Shark Bay
MJL,Mouila
MJM,Mbuji Mayi
MJN,Amborovy
MJO,Mount Etjo Lodge
MJP,Manjimup
MJQ,Jackson
MJR,Miramar
MJS,Maganja Da Costa
MJT,Mytilene International Airport
MJU,Mamuju
MJV,San Javier
MJW,Mahenye
MJX,Robert J. Miller
MJY,Mangunjaya
MJZ,Mirnyj
MKA,Marianske Lazne
MKB,Mekambo
MKC,Downtown
MKD,Chagni
MKE,General Mitchell International
MKF,Mckenna AAF
MKG,Muskegon
MKH,Mokhotlong
MKJ,Makoua
MKK,Molokai
MKL,Mc Kellar-Sipes Regional
MKM,Mukah
MKN,Malekolon
MKO,Davis Field
MKP,Makemo
MKQ,Mopah
MKR,Meekatharra
MKS,Mekane Selam
MKT,Municipal
MKU,Makokou
MKV,Mt Cavenagh
MKW,Rendani
MKX,Mukalla
MKY,Mackay
MKZ,Batu Berendam
MLA,Malta International
MLB,Melbourne International Airport
MLC,Mc Alester
MLD,Malad City
MLE,Male International
MLF,Milford
MLG,Abdul Rahman Saleh
MLH,EuroAirport
MLI,Quad-City
MLJ,Baldwin County
MLK,Malta
MLL,Marshall
MLM,Francisco J. Múgica Internacional
MLN,Melilla
MLO,Milos
MLP,Malabang
MLQ,Malalaua
MLR,Millicent
MLS,Municipal
MLT,Millinocket
MLU,Municipal
MLV,Merluna
MLW,Sprigg Payne
MLX,Malatya
MLY,Manley Hot Springs
MLZ,Melo
MMB,Memanbetsu
MMC,Ciudad Mante
MMD,Maridor
MME,Durham Tees Valley
MMF,Mamfe
MMG,Mount Magnet
MMH,Mammoth Lakes
MMI,McMinn County
MMJ,Matsumoto
MMK,Murmansk Airport Murmashi
MML,Municipal-Ryan Field
MMM,Middlemount
MMN,Minute Man Airfield
MMO,Vila Do Maio
MMP,Mompos
MMQ,Mbala
MMR,Camp Maybry AHP
MMS,Selfs
MMT,Mc Entire ANG Base
MMU,Municipal
MMV,Mal
MMW,Moma
MMX,Sturup
MMY,Hirara
MMZ,Maimana
MNA,Melangguane
MNB,Moanda
MNC,Nacala
MND,Medina
MNE,Mungeranie
MNF,Mana Island Airstrip
MNG,Maningrida
MNH,Minneriya
MNI,Gerald&#039;s Airport
MNJ,Mananjary
MNK,Maiana
MNL,Ninoy Aquino Intl
MNM,Menominee
MNN,Municipal
MNO,Manono
MNP,Maron
MNQ,Monto
MNR,Mongu
MNS,Mansa
MNT,Minto
MNU,Maulmyine
MNV,Mountain Valley
MNW,Macdonald Downs
MNX,Manicore
MNY,Mono
MNZ,Manassas
MOA,Orestes Acosta
MOB,Mobile Regional Airport
MOC,Montes Claros
MOD,Municipal
MOE,Momeik
MOF,Waioti
MOG,Mong Hsat
MOH,Mohanbari
MOI,Mitiaro Island
MOJ,Moengo
MOK,Mankono
MOL,Aro
MOM,Moudjeria
MON,Mount Cook Airport
MOO,Moomba
MOP,Municipal
MOQ,Morondava
MOR,Moore-Murrell
MOS,Intermediate
MOT,International
MOU,Mountain Village
MOV,Moranbah
MOX,Municipal
MOY,Monterrey
MOZ,Temae
MPA,Mpacha
MPB,SPB
MPC,Muko-Muko
MPD,Mirpur Khas
MPE,Griswold
MPF,Mapoda
MPG,Makini
MPH,Malay
MPI,Mamitupo
MPJ,Petit Jean Park
MPK,Mokpo
MPL,Montpellier Méditerranée
MPM,Maputo International
MPN,Mount Pleasant
MPO,Mt Pocono
MPP,Mulatupo
MPQ,Maan
MPR,Mcpherson
MPS,Mount Pleasant
MPT,Maliana
MPU,Mapua
MPV,Edward F Knapp State
MPW,Mariupol
MPX,Miyanmin
MPY,Maripasoula
MPZ,Municipal
MQA,Mandora
MQB,Municipal
MQC,Miquelon Aprt
MQD,Maquinchao
MQE,Marqua
MQF,Magnitogorsk
MQG,Midgard
MQH,Municipal
MQI,Quincy
MQJ,Merkez
MQK,San Matias
MQL,Mildura
MQM,Mardin
MQN,Mo I Rana
MQO,Malam
MQP,Kruger Mpumalanga
MQQ,Moundou
MQR,Mosquera
MQS,Mustique
MQT,Sawyer International
MQU,Mariquita
MQV,Mostaganem
MQW,Telfair-Wheeler
MQX,Makale
MQY,Smyrna
MQZ,Margaret River
MRA,Misurata
MRB,Eastern Wv Regional Airport/Shepherd Field
MRC,Maury County
MRD,A Carnevalli
MRE,Mara Lodges
MRF,Municipal
MRG,Mareeba
MRH,May River
MRI,Merrill Field
MRJ,Marcala
MRK,Marco Island
MRL,Miners Lake
MRM,Manare
MRN,Lenoir
MRO,Masterton
MRP,Marla
MRQ,Marinduque
MRR,Macara
MRS,Marseille Provence Airport
MRT,Moroak
MRU,Sir Seewoosagur Ramgoolam Int
MRV,Mineralnye Vodyj
MRW,Maribo
MRX,Mahshahr
MRY,Monterey Peninsula
MRZ,Moree
MSA,Muskrat Dam
MSB,Marigot SPB
MSC,Falcon Field
MSD,Mt Pleasant
MSE,Kent International
MSF,Mount Swan
MSG,Matsaile
MSH,Masirah
MSI,Masalembo
MSJ,Misawa
MSK,Mastic Point
MSL,Sheffield
MSM,Masi Manimba
MSN,Dane County Regional
MSO,Missoula International
MSP,Minneapolis - St. Paul Intl
MSQ,Minsk International 2
MSR,Mus
MSS,Richards Field
MST,Maastricht/aachen
MSU,Moshoeshoe Intl
MSV,Sullivan County Intl
MSW,Massawa International
MSX,Mossendjo
MSZ,Namibe
MTA,Matamata
MTB,Monte Libano
MTC,Selfridge ANGB
MTD,Mt Sandford
MTE,Monte Alegre
MTF,Mizan Teferi
MTG,Mato Grosso
MTH,Marathon Flight Strip
MTI,Mosteiros
MTJ,Montrose Regional Airport
MTK,Makin Island
MTL,Maitland
MTM,SPB
MTN,Glenn L Martin
MTO,Coles County Memorial
MTP,Montauk Airport
MTQ,Mitchell
MTR,S. Jeronimo
MTS,Matsapha Intl
MTT,Minatitlan
MTU,Montepuez
MTV,Mota Lava
MTW,Municipal
MTX,Metro Field
MTY,Gen Mariano Escobedo
MTZ,Masada
MUA,Munda
MUB,Maun
MUC,Franz Josef Strauss
